ProjIndex	Ch	ChIndex	ChInfo	Inj.Freq	Amp1High	AmpLow	Amp2High	Amp2Low	Gain1	AcqGap	AcqCNTHigh	AcqCntLow	TotalDMFreq	DM1	DM2	DM3
24	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
24	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	19	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
24	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
25	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
25	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
25	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
25	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
25	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
25	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
25	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
25	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
25	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
25	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
25	12	0	2	3	1	141	1	122	1	1	0	9	0	1	5	10	
25	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
25	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
25	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
25	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
25	30	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
25	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
26	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
26	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
26	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
26	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
26	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
26	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
26	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
26	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
26	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
26	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
26	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
26	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
26	14	0	2	3	1	137	1	125	1	1	0	9	0	1	5	10	
26	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
26	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	29	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
26	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
26	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	1	0	2	3	1	140	1	138	1	1	0	9	0	1	5	10	
27	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
27	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
27	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
27	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
27	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
27	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
27	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
27	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
27	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
27	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
27	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
27	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
27	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
27	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
27	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	18	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
27	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
27	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
28	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
28	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
28	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
28	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
28	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
28	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
28	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
28	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
28	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
28	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
28	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
28	13	0	2	3	1	134	1	122	1	1	0	9	0	1	5	10	
28	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
28	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
28	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
28	30	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
28	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
29	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
29	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
29	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
29	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
29	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
29	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
29	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
29	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
29	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
29	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
29	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
29	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
29	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
29	15	0	2	3	1	125	1	121	1	1	0	9	0	1	5	10	
29	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	17	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
29	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
29	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
30	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
30	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
30	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
30	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
30	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
30	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
30	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
30	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
30	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
30	11	0	2	3	1	132	1	116	1	1	0	9	0	1	5	10	
30	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
30	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
30	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
30	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
30	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	20	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
30	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
30	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
